id;Город дистрибьютора;Торг_точка_грязная;Торг_точка_грязная_адрес;outlet_clean_id;cluster_id;subcluster_id
185;Ростов-на-Дону;ИП Васильева Е.М.;-;;vyHN-nZK0-gGuZ-qQOy;HgSQ-EZcM-KyYT-1rXi
186;Ростов-на-Дону;ИП Верисова;-;;Mgog-xG77-3aw8-CiHb;AS40-uW2w-Ycdq-3LVg
187;Ростов-на-Дону;ИП Ветрова О.С.;"Каменск-Шахтинский,ул.Щаденко 104 м-н ""Элегия""";;VByL-31Zn-agyR-QlQs;Q38M-ifbc-FWcN-tfkp
188;Ростов-на-Дону;ИП Ветрова О.С.;Каменск -Шахтинский,ул. Советская 35 а;;VByL-31Zn-agyR-QlQs;Q38M-ifbc-FWcN-tfkp
189;Ростов-на-Дону;ИП Ветрова О.С.;Рост.обл. г.Каменск-Шахтинский,ул.Советская 35 а;;VByL-31Zn-agyR-QlQs;Q38M-ifbc-FWcN-tfkp
190;Ростов-на-Дону;ИП Вилонина Е.С.;х.Таврический, ул.Мира, 30б;;HK32-nScu-Yz7n-6nQ5;gCGi-BTq7-7W6O-fgve
191;Ростов-на-Дону;ИП Вилонина Е.С. Отрадное;"с. Отрадное, ул.Ленина, 43 м-н ""Весна""";;9Wkm-XkoY-7GkS-Pomk;UuQ2-wf9n-wMoA-3EH0
192;Ростов-на-Дону;ИП Винокурова;-;;0DD6-fDCU-8g4g-nbpV;ig1a-UQIP-hoP4-TBMb
193;Ростов-на-Дону;ИП Внуков Р.А.;Азовский р-он. п. Овощной, ул. Полевая 203;;i7O2-mEHG-bVpL-WQ4c;cySS-8Ghe-BZyt-Bxbx
194;Ростов-на-Дону;ИП Войнова Р.И.;он же;;B541-6ECp-b4xx-5n0K;UxbH-qP2P-QP30-RNMW
195;Ростов-на-Дону;ИП Войнова Р.И.;х.Плешаков, ул.Московская, 15;;B541-6ECp-b4xx-5n0K;UxbH-qP2P-QP30-RNMW
196;Ростов-на-Дону;ИП Воробьёва Н.В.;"Г.Батайск Торговое кольцо 31 пав.""Сувенир""";;YkVP-C995-7cEm-zLRo;KKz6-CIBn-Be8D-nUMT
197;Ростов-на-Дону;ИП Воронянский И.Н.;г.Донецк, пер.Панфилова, 71;;WTxz-Zt1i-fkC9-rEGp;mlLe-qI9m-aZD0-OKAN
198;Ростов-на-Дону;ИП Ворчукова Т.Н.2;Врубовая 40;;BLxk-SK6W-1RO9-3dvG;NeUi-QT0i-y5VF-0Ny6
199;Ростов-на-Дону;ИП Ворчукова Т.Н.2;Врубовая 40;;BLxk-SK6W-1RO9-3dvG;NeUi-QT0i-y5VF-0Ny6
200;Ростов-на-Дону;ИП Вязова Яна Андреевна;"г.Каменск-Шахтинский, ул.Ленина, 1А,магазин ""Спутник""";;k8CL-2vGR-kDn3-oPDV;6SvG-1fYW-VRuy-rkm9
201;Ростов-на-Дону;ИП Гаврилов С.А.;п.Глубокий, ул.Артёма 141;;4CkG-TffR-WUpp-94oQ;AZS5-bTCq-nd3q-buND
202;Ростов-на-Дону;ИП Гайдаш;Нансена 144 а;;q3K6-kqCn-ZT0g-ChQT;ipcz-zChc-kAYA-pC5a
203;Ростов-на-Дону;ИП Гапонова О.С.;х.Некрасова Балка, ул.Светлая, 19;;LdMY-4gvm-KPTV-vZHc;BVwE-vXEv-MG5G-8oSo
204;Ростов-на-Дону;ИП Геворгян М.Л.;"Ленина, 85, м-н ""Суфле""";;a5Yy-wg2E-Dgme-U3cH;XzDK-APzx-ZLcU-pFsC
205;Ростов-на-Дону;ИП Герасименко И. ул.Кваша 10/Васильева 30;Азов, ул.Кваша 10/Васильева 30;;6tgb-kSwn-e7Kb-CuOI;rVNA-FwdS-ZK0D-2QxR
206;Ростов-на-Дону;ИП Гирюнова С.И.;с.Троицкое, ул.Ленина 40а;;zZm9-zAl5-gz5Q-VeP8;AMdq-TGHD-OZSx-ecoK
207;Ростов-на-Дону;ИП Глазунова Е Н;г Таганрог ул Осипенко 48;;1GDc-o11I-GZW2-Bgh4;DXbI-2wOS-eVeO-DmNN
208;Ростов-на-Дону;ИП Глазунова Е.Н.;г.Таганрог ул.Осипенко 48;;1GDc-o11I-GZW2-Bgh4;DXbI-2wOS-eVeO-DmNN
209;Ростов-на-Дону;ИП Глазунова Е.Н.;г.Таганрог, ул.Осипенко,48;;1GDc-o11I-GZW2-Bgh4;DXbI-2wOS-eVeO-DmNN
210;Ростов-на-Дону;ИП Глушенко И.Н.;"Азовский р-н, г.Азов, СНТ ""Мичуринец-3"", №205";;pgyT-RlAQ-W0m8-qeID;arTM-tBrL-1nSb-72vl
211;Ростов-на-Дону;ИП Глушко Т Г 2;р-к Привоз;;VIQN-fS19-OL5H-4LES;3Bgb-2vy7-mh1A-S8yI
212;Ростов-на-Дону;ИП Глушко Т.Г.2;р-к Привоз;;VIQN-fS19-OL5H-4LES;3Bgb-2vy7-mh1A-S8yI
213;Ростов-на-Дону;ИП Говсоян;Азов, ул.Победы 11а;;T9EH-GHX2-TTlG-UCuc;cDMF-ikRN-vEy3-HNdp
214;Ростов-на-Дону;ИП Головешко Любовь Борисовна;347510,Ростовская область пос. Орловский, пер. Первомайский, 97;;0Rkd-8mBI-gpbh-G0y0;xmSY-qKRw-g3Wo-WBZA
215;Ростов-на-Дону;ИП Голубева Е. Е.;-;;5kgc-Qq2k-AwGN-I7gt;8TiO-Mk90-m5UH-pnsB
216;Ростов-на-Дону;ИП Гомельский Р.А. Ковалевка;п.Ковалёвка, конечная остановка, м-н Продукты;;wfYn-gDYO-QDDy-NFUq;z86g-POKf-dpvT-mfgD
217;Ростов-на-Дону;ИП Горбунова Е.А.;Матвеев-Курган, ул.Шевченко, 73;;rgcK-GOhR-ONng-9ADI;ZzTH-i6bi-1X4g-39mw
218;Ростов-на-Дону;ИП Гордиенко М.Н.;он же;;p1Ui-o0wg-PvI4-eGoW;BYyD-3ID1-urBk-H8gB
219;Ростов-на-Дону;ИП Гордиенко М.Н.;с.В-Вознесенка, ул.Васильева, 28;;p1Ui-o0wg-PvI4-eGoW;BYyD-3ID1-urBk-H8gB
220;Ростов-на-Дону;ИП Горобец Л Н (Любушкина);г Батайск Луначарского 188 (р-к Заря);;fwmU-C7tm-SurF-EQea;xdbU-NqHT-675w-Acsg
221;Ростов-на-Дону;ИП Горобец Л.Н. (Любушкина);г.Батайск Луначарского 188 (р-к Заря);;fwmU-C7tm-SurF-EQea;xdbU-NqHT-675w-Acsg
222;Ростов-на-Дону;ИП Горобец Л.Н. (Любушкина);г.Батайск,Луначарского 188 (р-к Заря);;fwmU-C7tm-SurF-EQea;xdbU-NqHT-675w-Acsg
223;Ростов-на-Дону;ИП Гостева Н.А.;-;;eBPA-i4LF-FfcK-1X2E;SKnL-hdXs-abrg-U1yO
224;Ростов-на-Дону;ИП Готьван С.В. Пешково;с.Пешково, ул.Луначарского, 102;;7cBH-3IHg-6hla-9GNs;hHk8-2HDL-eqM0-tWGA
225;Ростов-на-Дону;ИП Грибанова О.А.;Азовский р-он. с. Кулешовка, ул.Пролетарская 41а;;d2GD-KXYo-VzG4-QIll;BkXN-hSKI-7Uy9-Cw4T
226;Ростов-на-Дону;ИП Гридин Н.А.;он же;;oqA4-qYks-irui-IGOn;gZe7-mI1A-0FwI-bxAB
227;Ростов-на-Дону;ИП Гриценко А.Н.;М.-Курганский р-н, с.Каменно-Андрианово, ул.Центральная, 13;;DZzr-TxSg-8o6V-9kRm;2NIR-ebgx-kbP1-5fNb
228;Ростов-на-Дону;ИП Гришечкина В.В.;Донецк, ул.Подтёлкова 89;;HwIi-3Z0A-MMAI-Kf1P;YGFM-G0Ub-FzY9-IQVO
229;Ростов-на-Дону;ИП Гришина Е.К.;Азов, пер.Черноморский, рынок;;SgTs-a0GG-cGMB-AvBz;AsFg-QuQ9-cqqw-fB7w
230;Ростов-на-Дону;ИП Грунтовская О.В.;Матвеев Курган, ул.Комсомольская, 60;;aI6W-O46p-VecW-tid2;kGZ4-GGpg-A09C-FZYm
231;Ростов-на-Дону;ИП Гукай С.В.;он же;;ICxF-oA88-82XM-KuS1;DzOk-gwyH-iVZ3-QTDO
232;Ростов-на-Дону;ИП Гунченко В С;г Аксай ул Ленина 16а;;4wES-0rCP-gPfd-0GLU;I9oT-zsg4-26at-acb2
233;Ростов-на-Дону;ИП Гунченко В.С.;г.Аксай ул.Ленина 16а;;4wES-0rCP-gPfd-0GLU;I9oT-zsg4-26at-acb2
234;Ростов-на-Дону;ИП Гунченко В.С.;г.Аксай, ул.Ленина,16а;;4wES-0rCP-gPfd-0GLU;I9oT-zsg4-26at-acb2
235;Ростов-на-Дону;ИП Давидян В.В.;-;;7bkc-SKXL-y43S-noGE;GnGV-v2Rd-gyCo-lIXW
236;Ростов-на-Дону;ИП Даллари О.В.;-;;YF8B-QNp3-DQLm-g1wx;nixX-SuEr-GRLS-I9Dv
237;Ростов-на-Дону;ИП Даллари Р.О.;-;;XQkd-1XAS-d2nM-Nh6b;e9qG-kAcL-obZ9-uSGF
238;Ростов-на-Дону;ИП Даниленко Ю С;он же;;7ici-I9Iu-1vLc-k1XG;S79u-QEth-EeAY-08vt
239;Ростов-на-Дону;ИП Данчева;р-к Северный м 43;;0cyT-f75m-xgEP-gKAN;2bUS-NkiN-NGGz-Z5vP
240;Ростов-на-Дону;ИП Данчева;р-к Северный м.43;;0cyT-f75m-xgEP-gKAN;2bUS-NkiN-NGGz-Z5vP
241;Ростов-на-Дону;ИП Данчева;р-к Северный, м.43;;0cyT-f75m-xgEP-gKAN;2bUS-NkiN-NGGz-Z5vP
242;Ростов-на-Дону;ИП Данчева 3;р-к Шайба;;lvPP-AGMu-6sN8-ZYBw;xSNe-dNE2-lk66-TqS3
243;Ростов-на-Дону;ИП Дарган В А;"г Ростов-на-Дону ул Орбитальная 66 """;;NY9F-qkUm-qN4a-m6CH;npVa-s61S-RMaI-i140
244;Ростов-на-Дону;ИП Дарган В.А.;"г. Ростов-на-Дону ул. Орбитальная 66 """;;NY9F-qkUm-qN4a-m6CH;npVa-s61S-RMaI-i140
245;Ростов-на-Дону;ИП Дарган В.А.;"г. Ростов-на-Дону, ул. Орбитальная, 66 """;;NY9F-qkUm-qN4a-m6CH;npVa-s61S-RMaI-i140
246;Ростов-на-Дону;ИП Дедогрюк Н П;он же;;Y5tH-fzKQ-S8yA-xDeE;KGnG-E2ql-q9AU-Mwmg
247;Ростов-на-Дону;ИП Деревянкина О.Н.;п.Сосны, ул.Кирова, 12;;6GWo-9Hly-Fzx1-Sbq4;trkD-g2Vv-oePF-XbMD
248;Ростов-на-Дону;ИП Десятерик С А;г Каменск-Шахтинский ул Ворошилова 161е м-н Уражай;;p9E0-W8Mh-ok8l-lG6I;voQi-0DDi-h7qE-ua8Q
249;Ростов-на-Дону;ИП Десятерик С.А.;г.Каменск-Шахтинский ул. Ворошилова 161е м-н Уражай;;p9E0-W8Mh-ok8l-lG6I;voQi-0DDi-h7qE-ua8Q
250;Ростов-на-Дону;ИП Десятерик С.А.;г.Каменск-Шахтинский,ул. Ворошилова 161е м-н Уражай;;p9E0-W8Mh-ok8l-lG6I;voQi-0DDi-h7qE-ua8Q
251;Ростов-на-Дону;ИП Джагарян А.Л.;г.Новошахтинск ул.Советская 20;;cHl4-Iu8W-VgOQ-b9Kp;zUtN-zbZk-OmPk-rguO
252;Ростов-на-Дону;ИП Джагарян А.Л.;г.Новошахтинск, ул.Советская 20;;cHl4-Iu8W-VgOQ-b9Kp;zUtN-zbZk-OmPk-rguO
253;Ростов-на-Дону;ИП Джагарян А.Л.;г.Новошахтинск, ул.Советская 20;;cHl4-Iu8W-VgOQ-b9Kp;zUtN-zbZk-OmPk-rguO
254;Ростов-на-Дону;ИП Дмитриенко В В;Рост обл г Новочеркаск Платовский 77 азовский р-к павильон Виктория;;Rsm8-B9dX-Q9Fe-nHsF;ksyE-7rRO-olgd-bH7i
255;Ростов-на-Дону;ИП Дмитриенко В,В,;Рост обл. г.Новочеркаск Платовский 77 азовский р-к павильон Виктория;;Rsm8-B9dX-Q9Fe-nHsF;ksyE-7rRO-olgd-bH7i
256;Ростов-на-Дону;ИП Дмитриенко В,В,;Рост,обл. г.Новочеркаск,Платовский 77,азовский р-к павильон Виктория;;Rsm8-B9dX-Q9Fe-nHsF;ksyE-7rRO-olgd-bH7i
257;Ростов-на-Дону;ИП Добрикова Юлия Викторовна;344064, г. Ростов-на-Дону, 2-я Пятилетка, 12;;m1Y3-kb2q-mkLm-ZXtp;GqZm-WLQr-skwv-cMi4
258;Ростов-на-Дону;ИП Добрикова Юлия Викторовна;344064, г. Ростов-на-Дону, ул. Немировича-Данченко, 78/3;;m1Y3-kb2q-mkLm-ZXtp;GqZm-WLQr-skwv-cMi4
259;Ростов-на-Дону;ИП Добровольская О.;"г. Батайск, СЖМ 3/1, магазин ""Олеся""";;T9US-VffN-WNMc-NReB;fQoh-OeOp-hrR0-Tes6
260;Ростов-на-Дону;ИП Долженко А.А.;Неклиновский р-н, с.Самбек, ул.Центральная, 10б;;HDY0-m7Ew-puri-wyhl;5T3H-8zUa-RAGD-UcxE
261;Ростов-на-Дону;ИП Дорофеев В.А. Малокирсановка;Малокирсановка;;G38g-iNDT-S5mp-Iczm;8ktI-TCBR-Ygel-5N7d
262;Ростов-на-Дону;ИП Драная С И;г Каменск-Шахтинский ул Ворошилова 14/16 м-н продукты;;owMT-G420-ORI5-sZPM;yK3o-3WZw-Iduc-ZStk
263;Ростов-на-Дону;ИП Драная С.И.;г.Каменск-Шахтинский,ул. Ворошилова 14/16 м-н продукты;;owMT-G420-ORI5-sZPM;yK3o-3WZw-Iduc-ZStk
264;Ростов-на-Дону;ИП Дрон;Азов, пер. Литейный, 7;;GsY1-Vtwo-O6I2-aGx6;kT3d-pu5z-OOD4-egLL
265;Ростов-на-Дону;ИП Дубовик Людмила Ивановна;Краснодарский край,станица Кущевская, пер. Первомайский,101;;n35a-Ds7O-NDP0-xrgt;nAwg-VAb5-XCHU-Ksmg
266;Ростов-на-Дону;ИП Дубровина Г.В.;ул.Туполева, 7;;RsAe-ChgL-a4mn-NcMB;gEAu-fxZ2-suEp-OdGt
267;Ростов-на-Дону;ИП Дудкина В.В.;Донецк, ул. Водопроводная, 18;;q8pG-WGIw-bU5s-z4RV;eA6K-7o0y-1dd8-mRld
268;Ростов-на-Дону;ИП Дудко Ю.М.;-;;0O9x-t9iY-TM96-ebRA;mxKx-AhZm-Hz0x-ggA1
269;Ростов-на-Дону;ИП Дудник Е.В.;-;;gO2G-g9fG-hFcQ-k94n;NLrY-ifRc-DMZ8-2XRB
270;Ростов-на-Дону;ИП Дыбченко Е.П.;Новочеркасск, Войкова, 72;;scEa-TotC-SDvz-fMrd;AkEf-OXzU-K0iB-OitY
271;Ростов-на-Дону;ИП Еременко А.К.;г.Таганрог, Мариупольское шоссе 27/1 м-н Одиссей;;cvL7-vRPi-ezEG-t2Qy;ZKdp-6gMT-z40Z-7zAQ
272;Ростов-на-Дону;ИП Еременко А Н;353741 Краснодарский край ст Ленинградская ул Светлая 66;;gNHe-pcOH-4Vt5-sLiZ;5krp-BWt4-CzWl-VTFz
273;Ростов-на-Дону;ИП Еременко А.Н.;353741,Краснодарский край,ст.Ленинградская,ул.Светлая,66;;gNHe-pcOH-4Vt5-sLiZ;5krp-BWt4-CzWl-VTFz
274;Ростов-на-Дону;ИП Ермакова Е И;346050Рост обл п Тарасовский улОстровско 55;;1oS1-RKpx-IiH1-7OQs;AaUt-lDLE-TPM1-kTww
275;Ростов-на-Дону;ИП Ермакова Е.И.;346050Рост.обл.п.Тарасовский улОстровско 55;;1oS1-RKpx-IiH1-7OQs;AaUt-lDLE-TPM1-kTww
276;Ростов-на-Дону;ИП Ермакова Е.И.;346050Рост.обл.п.Тарасовский,улОстровско 55;;1oS1-RKpx-IiH1-7OQs;AaUt-lDLE-TPM1-kTww
277;Ростов-на-Дону;ИП Жидков В.А.;с.Приморка, ул. Ленина 143 б;;evD6-4Gee-QE2S-XKwy;owio-Oll3-Ln3I-eR30
278;Ростов-на-Дону;ИП Жовницкая И.Н.;он же;;eb6h-rNxv-aWOc-mfQC;pHWr-sgoZ-OwvA-TqMq
279;Ростов-на-Дону;ИП Жовницкий О. В.;-;;T6ig-Qgbz-L7gc-rvwL;3UuG-MUCo-eIGV-xric
280;Ростов-на-Дону;ИП Жукова О.И.;с.Весёло-Вознесенка, ул.Школьная, 1г;;K6ey-7GLa-G9KA-OIgp;8NX3-2hOr-r0t1-DgiH
281;Ростов-на-Дону;ИП Жупник Н В Дачная;г Шахты ул г Шахты ул Дачная 2 а;;qQL3-OXGZ-t32T-QIUP;3pVS-prNE-NVdw-n40L
282;Ростов-на-Дону;ИП Жупник Н,В,;он же;;y5YE-umc4-UaFL-eOtx;Re1d-nRid-26nc-wuIr
283;Ростов-на-Дону;ИП Жупник Н.В. Дачная;г. Шахты ул. г. Шахты ул. Дачная 2 а;;qQL3-OXGZ-t32T-QIUP;3pVS-prNE-NVdw-n40L
284;Ростов-на-Дону;ИП Забузов А.М.;г.Ростов н/Д, ул.Мечникова, 79;;BPQX-cx7f-WCtq-FGnY;3YSZ-YdaE-FmTA-IkRh
285;Ростов-на-Дону;ИП Задунц;-;;zPRW-PFvf-zzkI-n7kw;Xdt8-Xlys-3iiG-zwK2
286;Ростов-на-Дону;ИП Заикина Л.П.;он же;;LDAH-kwA9-TgRI-r1IO;EN9X-EPrF-lcng-bRI3
287;Ростов-на-Дону;ИП Заикина Л.П.;х.Россошь, ул.Красноармейская, 34;;LDAH-kwA9-TgRI-r1IO;EN9X-EPrF-lcng-bRI3
288;Ростов-на-Дону;ИП Зинченко Т.И.;М.Курган, ул.Комсомольская, 127;;fPVN-FLQ2-cvBE-8wDt;B2iq-Ee4M-LvwD-bT39
289;Ростов-на-Дону;ИП Золотарев Е Л;Каменск-Шахтинский пер Коммунистический 92;;8BR0-efiz-okPo-naLy;ZhPt-AL23-iKgB-d8rS
290;Ростов-на-Дону;ИП Золотарев Е.Л.;Каменск-Шахтинский пер.Коммунистический 92;;8BR0-efiz-okPo-naLy;ZhPt-AL23-iKgB-d8rS
291;Ростов-на-Дону;ИП Золотарев Е.Л.;Каменск-Шахтинский, пер.Коммунистический 92;;8BR0-efiz-okPo-naLy;ZhPt-AL23-iKgB-d8rS
292;Ростов-на-Дону;ИП Иванкова Н.В.;х.Каменногорье, ул.Спортивная, 8б;;g59e-SDXR-g12G-FDzD;hcAk-0NGq-so31-SsWC
293;Ростов-на-Дону;ИП Иванник В.Н.;Б.Калитва, ул.Калинина 8;;IqWY-Wvs0-Qoze-N4D0;n9D6-UrE7-sGZl-rtFr
294;Ростов-на-Дону;ИП Иванова А.М.;п.Тарасовский, ул.Степная, 83;;KrsS-EflI-WWxH-PT7N;x7ff-EaBS-GE5C-HQAn
295;Ростов-на-Дону;ИП Иванова О.А.;он же;;yR4m-TvHY-sa95-UWoQ;KqOv-1eT8-AXoG-XCES
296;Ростов-на-Дону;ИП Иванова О.А. Московская;Азов, ул.Московская, 157;;Pzlm-GOSV-mDdz-rhRo;QDiu-Ghdd-oPw8-fA8I
297;Ростов-на-Дону;ИП Иванова Т.А.;он же;;GTz6-pTGz-Nzht-H5Ly;ghAA-m9XE-Oa7y-6hXg
298;Ростов-на-Дону;ИП Иванова Т.А.;Таганрог, ул.Адмирала Крюйса, 23;;GTz6-pTGz-Nzht-H5Ly;ghAA-m9XE-Oa7y-6hXg
299;Ростов-на-Дону;ИП Иващенко И.А.;-;;AFRB-2DAB-gYgX-PKRU;MgqS-NfEs-WMln-Du67
300;Ростов-на-Дону;ИП Иващенко И А;346400Ростовская область г Новочеркаск ул Спортивная 23;;AFRB-2DAB-gYgX-PKRU;MgqS-NfEs-WMln-Du67
301;Ростов-на-Дону;ИП Иващенко И.А.;346400Ростовская область,г.Новочеркаск,ул. Спортивная 23;;AFRB-2DAB-gYgX-PKRU;MgqS-NfEs-WMln-Du67
302;Ростов-на-Дону;ИП Изюмова А Н;он же;;1Qgg-PFP1-FgYl-iyqN;sUWv-EwnZ-9Kmi-Zgu9
303;Ростов-на-Дону;ИП Исаев А.Ю.;Аксай, ул.Гулаева, 42;;QOrO-0B2v-6eqY-6zg8;eoyD-gyAa-EYmW-GCQH
304;Ростов-на-Дону;ИП Исаев А.Ю.;он же;;QOrO-0B2v-6eqY-6zg8;eoyD-gyAa-EYmW-GCQH
305;Ростов-на-Дону;ИП Исакова А.С.;с.Займо-Обрыв, ул.Будённого, 49а;;iNbt-ttQn-nAHB-qxAA;2fAB-SvT3-wn8R-GVgD
306;Ростов-на-Дону;ИП Исакова Н. С.;г. Ейск, Краснодарский край, ул. Мичурина, 4;;xG7u-gDu3-eM0i-GXiO;u7bF-bA0g-gneF-zbtB
307;Ростов-на-Дону;ИП Казарян А.А.;г.Ростов н/Д, ул.Ладная, 8;;yPcT-WxN2-ZvSb-CiT9;emaW-Tu2m-fgnb-WRd3
308;Ростов-на-Дону;ИП Каймакова Т А;он же;;gfhu-4vXU-BIpe-Ibbi;DWkO-p5hG-X7K4-HsaY
309;Ростов-на-Дону;ИП Кайсин В.А.;Б.Неклиновка, Памятный 5;;HZsw-2GUe-q65G-q89u;ccq6-7TzS-HDh9-u1Ry
310;Ростов-на-Дону;ИП Калина М.В.;-;;tiCG-NPpL-ngYT-F0Zn;AGUe-sfIt-kMrx-VNvp
311;Ростов-на-Дону;ИП Капаева Аня;г Азов рынок;;p0pq-haOo-y1Bl-IhKW;Q0n0-V8Eh-WdYq-qKxv
312;Ростов-на-Дону;ИП Капралова;Камышеваха, ул.Риволи, 1;;7dk8-cOt0-GgQF-glXe;2ZuF-Ut25-YYNB-ilcE
313;Ростов-на-Дону;ИП Кардашян Г В;г Ростов-на-Дону пр Коммунистический 27;;vvmP-ExEd-WcDb-PfCe;4Bu4-HG2k-k5pA-MvS4
314;Ростов-на-Дону;ИП Кардашян Г.В.;г.Ростов-на-Дону пр.Коммунистический 27;;vvmP-ExEd-WcDb-PfCe;4Bu4-HG2k-k5pA-MvS4
315;Ростов-на-Дону;ИП Кардашян Г.В.;г.Ростов-на-Дону,пр.Коммунистический,27,;;vvmP-ExEd-WcDb-PfCe;4Bu4-HG2k-k5pA-MvS4
316;Ростов-на-Дону;ИП Кардашян Г.В.;г.Ростов-на-Дону,пр.Коммунистический,27,;;vvmP-ExEd-WcDb-PfCe;4Bu4-HG2k-k5pA-MvS4
317;Ростов-на-Дону;ИП Карымова Л.Г.;г.Керчь, ул. Шлагбаумская 49/2;;bkIF-IHZ2-tIam-uEL8;41w2-dAD4-Nd9m-YuR6
318;Ростов-на-Дону;ИП Кирова Е.Л.;он же;;aytQ-zSGw-Lg1X-KvFL;uowk-wGRm-D8K6-DOiE
319;Ростов-на-Дону;ИП Киселёва А.И.;г.Новочеркасск, ул.Тополиная, 73 (м-н Дионис);;5eBE-XvFY-vgRY-kc5f;2aXn-fFO3-5XIU-71AP
320;Ростов-на-Дону;ИП Ковалёва П.В.;ст. Митякинская, ул.Менжинского, 38;;FV7R-Noa4-lAGP-w0Wb;hqc1-MOE3-o0QC-mh3k
321;Ростов-на-Дону;ИП Ковригина Е.А.;пос.Каменно-Тузловка, Социалистическая 19а;;KGNm-klmH-zeW8-PNZB;I5ie-2gyC-u04e-eNll
322;Ростов-на-Дону;ИП Колесникова Л.В.;с.М.Неклиновка, ул.Заречная, 71;;PsYi-wtdU-PQXG-saSv;ptL6-DVl2-QFcI-O8PN
