id;Город дистрибьютора;Торг_точка_грязная;Торг_точка_грязная_адрес;outlet_clean_id;cluster_id;subcluster_id
13295;Ростов-на-Дону;Карапетян Г.В. ИП;347700, Ростовская обл, Кагальницкая ст-ца, Комсомольская ул, дом № 24, корпус б/1;;ZLqq-nEyG-BipD-1Pc6;LT6P-vbqc-GFyH-gqeq
13296;Ростов-на-Дону;Карапетян Г.В. ИП;-;;ZLqq-nEyG-BipD-1Pc6;LT6P-vbqc-GFyH-gqeq
13297;Ростов-на-Дону;Карапетян Г.В. ИП;347701, Ростовская обл, Кагальницкая ст-ца, Привокзальная ул, дом № 38;;ZLqq-nEyG-BipD-1Pc6;LT6P-vbqc-GFyH-gqeq
13298;Ростов-на-Дону;Карапетян Н.Н. ИП;-;;Tg4S-ggDC-ABl4-2x1q;yoeq-lWEt-g5mb-ZzF6
13299;Ростов-на-Дону;Карапетян Н.Н. ИП;346518, Ростовская обл, Шахты г, Маяковского ул, дом № 175;;Tg4S-ggDC-ABl4-2x1q;yoeq-lWEt-g5mb-ZzF6
13300;Ростов-на-Дону;Карапетян П.А. ИП;346504, Ростовская обл, Шахты г, Победа Революции пр-кт, дом № 172;;Vw2g-X49z-SEo6-n7x1;cgRR-Tswh-Y9tb-tqzx
13301;Ростов-на-Дону;Карасев В.В. ИП пр-т 50 лет Октября 82;-;;1gTl-Omg3-fdKH-xB1W;2Pbe-EMLz-Qnwq-uV9E
13302;Ростов-на-Дону;Карасев В.В. ИП пр-т 50 лет Октября 82;347540, Ростовская обл, Пролетарский р-н, Пролетарск г, 50 лет Октября пр-кт, дом № 82;;1gTl-Omg3-fdKH-xB1W;2Pbe-EMLz-Qnwq-uV9E
13303;Ростов-на-Дону;Карасев В.В. ИП ул. Думенко/пер. Восточный;-;;1gTl-Omg3-fdKH-xB1W;YOOf-m1L1-7y5Q-1SGd
13304;Ростов-на-Дону;Карасев В.В. ул. Пионерская 116 ИП;0;;Yavv-g6Ce-yc9h-hynG;GpGV-QpzQ-K34D-6VHg
13305;Ростов-на-Дону;Карасев В.В. ул. Пионерская 116 ИП;-;;Yavv-g6Ce-yc9h-hynG;GpGV-QpzQ-K34D-6VHg
13306;Ростов-на-Дону;Карасев В.В. ул. Пионерская 116 ИП;347632, Ростовская обл, Сальский р-н, Сальск г, Пионерский пер, дом № 116;;Yavv-g6Ce-yc9h-hynG;GpGV-QpzQ-K34D-6VHg
13307;Ростов-на-Дону;Карасева Л.И ИП;347042, Ростовская обл, Белокалитвинский р-н, Белая Калитва г, Калинина ул, дом № 8, корпус 60 пом.1-а;;dTtK-1fkp-uPv8-TMZl;apmf-QXxx-zK8Y-SYpy
13308;Ростов-на-Дону;Караханян Ю.М. ИП;347030, Ростовская обл, Белокалитвинский р-н, Литвиновка с, Больничный пер, дом № 6, кв.12;;uose-UYlx-qFXh-6uVm;OhFP-45vy-tgY5-HNgz
13309;Ростов-на-Дону;Караханян Ю.М. ИП;-;;uose-UYlx-qFXh-6uVm;OhFP-45vy-tgY5-HNgz
13310;Ростов-на-Дону;Караханян Ю.М. ИП;347030, Ростовская обл, Белокалитвинский р-н, Литвиновка с, Буденного ул, дом № 19;;uose-UYlx-qFXh-6uVm;OhFP-45vy-tgY5-HNgz
13311;Ростов-на-Дону;Карашаева А.В. ИП;-;;aduN-2rnz-lGdS-uXcK;dbZA-3ZVF-qRt8-TULw
13312;Ростов-на-Дону;Карашаева А.В. ИП;344013, Ростовская обл, Ростов-на-Дону г, Муравьева ул, дом № 37;;aduN-2rnz-lGdS-uXcK;dbZA-3ZVF-qRt8-TULw
13313;Ростов-на-Дону;Каргина И.А. ИП;-;;xFxP-MPRW-RBKh-aUIc;Ues6-eliD-PdU3-CRqx
13314;Ростов-на-Дону;Каргина И.А. ИП;Ростовская область, Цимлянский, пос. Саркел., ул. Винзаводная, дом № 20;;xFxP-MPRW-RBKh-aUIc;Ues6-eliD-PdU3-CRqx
13315;Ростов-на-Дону;Карев В.А. ИП ул.Ленина;-;;XzWS-snBd-Kunr-ieD5;EOuW-snCe-vVM6-4wnq
13316;Ростов-на-Дону;Карев В.А. ИП ул.Ленина;347071, Ростовская обл, Тацинский р-н, Михайлов х, Ленина ул, дом № 204, корпус а;;XzWS-snBd-Kunr-ieD5;EOuW-snCe-vVM6-4wnq
13317;Ростов-на-Дону;Карев В.А. ИП х.Зарубин ул.Ленина 32а;-;;XzWS-snBd-Kunr-ieD5;4qdP-gS2u-3e0V-3pvr
13318;Ростов-на-Дону;Карлова И.В. ИП;346866, Ростовская обл, Неклиновский р-н, Морской Чулек х, Шведкова ул, дом № 57 а;;0hVv-5Bt4-fquZ-IQfz;DRFD-rLcz-nkOn-Tv5K
13319;Ростов-на-Дону;Карлова И.В. ИП;-;;0hVv-5Bt4-fquZ-IQfz;DRFD-rLcz-nkOn-Tv5K
13320;Ростов-на-Дону;Карлова И.В. ИП;347900, Ростовская обл, Таганрог г, Сергея Шило ул, дом № 265-А, кв.16;;0hVv-5Bt4-fquZ-IQfz;DRFD-rLcz-nkOn-Tv5K
13321;Ростов-на-Дону;Карманов С.А. ИП Большой пр-кт,48;-;;P6RE-SF4r-ufw5-LrYe;G8rC-mlnM-2FIQ-qKsx
13322;Ростов-на-Дону;Карманов С.А. ИП Большой пр-кт,48;347930, Ростовская обл, Таганрог г, Большой пр-кт, дом № 48;;P6RE-SF4r-ufw5-LrYe;G8rC-mlnM-2FIQ-qKsx
13323;Ростов-на-Дону;Кармэн ООО;-;;AP9K-BmOq-sNX0-wq4z;TzSh-kMCK-5YAM-QKev
13324;Ростов-на-Дону;Кармэн ООО;347902, Ростовская обл, Таганрог г, Трудовых Резервов пер, дом № 10;;AP9K-BmOq-sNX0-wq4z;TzSh-kMCK-5YAM-QKev
13325;Ростов-на-Дону;Карнаушенко В.В. ИП;-;;mPlM-luG2-8GVT-SKYo;ELGF-F9da-udPX-bkBo
13326;Ростов-на-Дону;Карпенко Г.М.ИП;-;;E1Mi-1ok3-94hG-OTNG;rU8e-MIww-FEBt-Uf9Q
13327;Ростов-на-Дону;Карпов А.С.ИП;-;;y3Oq-Nniu-ISC7-an5L;3QYh-2G2g-PgMN-dlzr
13328;Ростов-на-Дону;Карпов А.С.ИП;346519, Ростовская обл, Шахты г, Ведомственная ул, дом № 26;;y3Oq-Nniu-ISC7-an5L;3QYh-2G2g-PgMN-dlzr
13329;Ростов-на-Дону;Карпов А.С.ИП;346519, Ростовская обл, Шахты г, Серпуховская ул, дом № 27-А;;y3Oq-Nniu-ISC7-an5L;3QYh-2G2g-PgMN-dlzr
13330;Ростов-на-Дону;Карпов В.И. ИП, ул. Молодежная 24;347273, Ростовская обл, Константиновский р-н, Мариинская ст-ца, Молодежная ул, дом № 24;;GELM-k1Eq-VViL-FDQS;xge0-o7hv-SSQ7-gd4s
13331;Ростов-на-Дону;Карпов В.И. ИП, ул. Набережная 119;-;;GELM-k1Eq-VViL-FDQS;iUZf-h1Xo-FS5k-CZQ9
13332;Ростов-на-Дону;Карпов В.И. ИП, ул. Набережная 119;347273, Ростовская обл, Константиновский р-н, Мариинская ст-ца, Набережная ул, дом № 119;;GELM-k1Eq-VViL-FDQS;iUZf-h1Xo-FS5k-CZQ9
13333;Ростов-на-Дону;Карпов Г.А. ИП;-;;u0O8-zU49-qMXr-aEPg;QgBR-fTsC-grfy-b2RS
13334;Ростов-на-Дону;Карпов Г.А. ИП;347040, Ростовская обл, Белая Калитва г, 4-я Линия ул, дом № 18;;u0O8-zU49-qMXr-aEPg;QgBR-fTsC-grfy-b2RS
13335;Ростов-на-Дону;Карпов Г.А. ИП;347042, Ростовская обл, 8-928-123-76-62, Белая Калитва г, Калинина ул, дом № 8;;u0O8-zU49-qMXr-aEPg;QgBR-fTsC-grfy-b2RS
13336;Ростов-на-Дону;Карпов Г.А. ИП;347042, Ростовская обл, Белая Калитва г, Калинина ул, дом № 8;;u0O8-zU49-qMXr-aEPg;QgBR-fTsC-grfy-b2RS
13337;Ростов-на-Дону;Карпов С.В.ИП;346963, Ростовская обл, Матвеево-Курганский р-н, Марфинка с, Специалистов ул, дом № 24;;cX51-gKrg-2wfA-LPCZ;hR5P-X8Rg-laxD-GiK9
13338;Ростов-на-Дону;Карпов С.В.ИП;-;;cX51-gKrg-2wfA-LPCZ;hR5P-X8Rg-laxD-GiK9
13339;Ростов-на-Дону;Карпов С.В.ИП;346968, Ростовская обл, Матвеево-Курганский р-н, Малокирсановка с, Корниенко ул, дом № 29-а;;cX51-gKrg-2wfA-LPCZ;hR5P-X8Rg-laxD-GiK9
13340;Ростов-на-Дону;Карпова И.А. ИП;-;;eKGQ-C3vL-eexk-A1QB;zwGm-LtU2-kg7A-wiTO
13341;Ростов-на-Дону;Карпун И.В. ИП;344041, Ростовская обл, Ростов-на-Дону г, Еременко ул, дом № 101;;OyWT-1YP9-XLfI-4Fh5;wCpv-npzn-G6p6-vKCe
13342;Ростов-на-Дону;Карпун Т.В. ИП Фурмановская, 54;344056, Ростовская обл, Ростов-на-Дону г, Уральский пер, дом № 43;;5hZu-YFDU-BlpA-UPeD;20RO-86wG-Wg0K-mM5L
13343;Ростов-на-Дону;Карташева С.В. ИП;344004, Ростовская обл, Ростов-на-Дону г, Свердловская ул, дом № 87, корпус а;;CgLB-XGUY-Wc3Y-zw1V;b7Z2-GaU0-wift-67Ew
13344;Ростов-на-Дону;Карташева С.В. ИП;-;;CgLB-XGUY-Wc3Y-zw1V;b7Z2-GaU0-wift-67Ew
13345;Ростов-на-Дону;Карташева С.В. ИП;346744, Ростовская обл, Азовский р-н, Кулешовка с, Дачный пер, дом № 3;;CgLB-XGUY-Wc3Y-zw1V;b7Z2-GaU0-wift-67Ew
13346;Ростов-на-Дону;Карташева Т.Н. ИП ул. Ленина;-;;hbI2-fIzW-RNqm-GRcb;avxO-kXOS-1vo0-f6eu
13347;Ростов-на-Дону;Карташева Т.Н. ИП ул. Ленина;346475, Ростовская обл, Октябрьский р-н, Алексеевка с, Ленина ул, дом № 1;;hbI2-fIzW-RNqm-GRcb;avxO-kXOS-1vo0-f6eu
13348;Ростов-на-Дону;Карташева Т.Н. ИП ул. Ленина;346475, Ростовская обл, Октябрьский р-н, Алексеевка с, Социалистическая ул, дом № 39, кв.1;;hbI2-fIzW-RNqm-GRcb;avxO-kXOS-1vo0-f6eu
13349;Ростов-на-Дону;Карташева Т.Н. ИП ул. Суворова;-;;hbI2-fIzW-RNqm-GRcb;l0z7-LGmz-orfS-L7Pw
13350;Ростов-на-Дону;Карташева Т.Н. ИП ул. Суворова;346475, Ростовская обл, Октябрьский р-н, Шевченко х, Суворова ул, дом № 43;;hbI2-fIzW-RNqm-GRcb;l0z7-LGmz-orfS-L7Pw
13351;Ростов-на-Дону;Карташова Л.Н. ИП Мелиховка;346562, Ростовская обл, Усть-Донецкий р-н, Мелиховская ст-ца, Ленина, дом № 67;;nrFc-pk4a-b3OG-hrxI;TNrW-GRvU-okp9-1EXs
13352;Ростов-на-Дону;Карташова Л.Н. ИП Мелиховка;-;;nrFc-pk4a-b3OG-hrxI;TNrW-GRvU-okp9-1EXs
13353;Ростов-на-Дону;Карташова Л.Н. ИП Мелиховка;346562, Ростовская обл, Усть-Донецкий р-н, Мелиховская ст-ца, Мерзлякова ул, дом № 39, корпус В;;nrFc-pk4a-b3OG-hrxI;TNrW-GRvU-okp9-1EXs
13354;Ростов-на-Дону;Карташова Т.А. ИП;346500, Ростовская обл, Шахты г, Рожкова пер, дом № 115, корпус а;;pFOo-GY9U-rNmt-dusp;5Tog-6EtQ-8bub-aykB
13355;Ростов-на-Дону;Карченко А.И. ИП;-;;tKmD-xS65-ZAVO-eO9c;W6hR-0wiB-1mtX-oMGo
13356;Ростов-на-Дону;Карченко А.И. ИП;346880, Ростовская обл, Батайск г, Авиагородок кв-л, дом № 14, кв.21;;tKmD-xS65-ZAVO-eO9c;W6hR-0wiB-1mtX-oMGo
13357;Ростов-на-Дону;Карченко А.И. ИП;346884, Ростовская обл, 5-39-09, Батайск г, Комарова ул, дом № 127, корпус а;;tKmD-xS65-ZAVO-eO9c;W6hR-0wiB-1mtX-oMGo
13358;Ростов-на-Дону;Каскад ООО;-;;W66w-LnOr-xqph-KxFI;yxml-kOlw-5Cs8-vAaA
13359;Ростов-на-Дону;Каскад ООО;347413, Ростовская обл, Дубовский р-н, Андреевская ст-ца, Центральная ул, дом № 30;;W66w-LnOr-xqph-KxFI;yxml-kOlw-5Cs8-vAaA
13360;Ростов-на-Дону;Каспари А.А. ИП;346503, Ростовская обл, Шахты г, Парковая ул, дом № 7, корпус г;;Ktgy-GcSx-6fA9-E4qp;hKWv-WDca-z9gU-YsYc
13361;Ростов-на-Дону;Каспаров И.А. ИП;-;;hkkX-EY2o-upT0-XQSS;iWu3-OUbg-gAyU-KS7a
13362;Ростов-на-Дону;Каспаров И.А. ИП;344022, Ростовская обл, Ростов-на-Дону г, Станиславского ул, дом № 184;;hkkX-EY2o-upT0-XQSS;iWu3-OUbg-gAyU-KS7a
13363;Ростов-на-Дону;Каспер С.Г. ИП;347421, Ростовская обл, Дубовский р-н, Вербовый Лог х, Широкая ул, дом № 25/2;;0fQ7-638W-tg3s-r7Bf;Wve5-w9Rw-5mtL-ZNAr
13364;Ростов-на-Дону;Касьян С.И. ИП;346500, Ростовская обл, Шахты г, Советская ул, дом № 66-68;;twHG-pPnn-9RiB-gNff;mSAD-G14u-GEW6-FwDm
13365;Ростов-на-Дону;Каспер С.Г. ИП;-;;0fQ7-638W-tg3s-r7Bf;Wve5-w9Rw-5mtL-ZNAr
13366;Ростов-на-Дону;Касьян С.И. ИП;346513, Ростовская обл, Шахты г, Терновая ул, дом № 45;;twHG-pPnn-9RiB-gNff;mSAD-G14u-GEW6-FwDm
13367;Ростов-на-Дону;Катырев А.В. ИП;346746, Ростовская обл, Азовский р-н, Тимирязевский п, Кольцевая ул, дом № 1, кв.8;;6P3I-pQzq-CByo-Ht11;L35Q-DIcE-T31k-XgGg
13368;Ростов-на-Дону;Катырев А.В. ИП;-;;6P3I-pQzq-CByo-Ht11;L35Q-DIcE-T31k-XgGg
13369;Ростов-на-Дону;Катырев А.В. ИП;346746, Ростовская обл, Азовский р-н, Тимирязевский п, Кольцевая ул, дом № 2, оф.2;;6P3I-pQzq-CByo-Ht11;L35Q-DIcE-T31k-XgGg
13370;Ростов-на-Дону;Катюша ООО ул.Бабушкина 33;346130, Ростовская обл, Миллеровский р-н, Миллерово г, Бабушкина ул, дом № 33;;6r5m-gizt-3RXT-68gb;0cuG-u5Rd-ahLo-5PUm
13371;Ростов-на-Дону;Кашарское районное потребительское общество ПК Красноармейская, 14;346200, Ростовская обл, Кашарский р-н, Кашары сл, Красноармейская ул, дом № 14;;G6Cu-Gc9O-ouHv-eBBD;4mx5-uXhg-wyvF-HD3e
13372;Ростов-на-Дону;Кашина Т.В. ИП;-;;GNi1-RkPg-cHAt-iPVo;reFD-VhBW-TAmQ-rVyK
13373;Ростов-на-Дону;Кашина Т.В. ИП;347320, Ростовская обл, Цимлянский р-н, Цимлянск г, Ватутина ул, дом № 31, кв.1;;GNi1-RkPg-cHAt-iPVo;reFD-VhBW-TAmQ-rVyK
13374;Ростов-на-Дону;Кашникова Л.Е. ИП;0;;mySw-GbhB-wSay-aSz3;1fUy-x6Q6-GLCf-BVu7
13375;Ростов-на-Дону;Кашникова Л.Е. ИП;-;;mySw-GbhB-wSay-aSz3;1fUy-x6Q6-GLCf-BVu7
13376;Ростов-на-Дону;Кашникова Л.Е. ИП;347606, Ростовская обл, Сальский р-н, Екатериновка с, Мира ул, дом № 15;;mySw-GbhB-wSay-aSz3;1fUy-x6Q6-GLCf-BVu7
13377;Ростов-на-Дону;Кашталян С.А. ИП;-;;oRN8-4Rdw-skYM-XlPn;EkxB-imeh-Ytb5-36un
13378;Ростов-на-Дону;Кашталян С.А. ИП;344079, Ростовская обл, Ростов-на-Дону г, Гаккеля ул, дом № 3;;oRN8-4Rdw-skYM-XlPn;EkxB-imeh-Ytb5-36un
13379;Ростов-на-Дону;Квадрат- Агро ООО;-;;3rQa-lYxv-fexQ-khrB;OeRA-VT97-b0cy-2uml
13380;Ростов-на-Дону;Квадрат- Агро ООО;Ростовская, Сальский, Белозёрный, Дорожная, дом № 19;;3rQa-lYxv-fexQ-khrB;OeRA-VT97-b0cy-2uml
13381;Ростов-на-Дону;Квадрат- Агро ООО;Ростовская, Сальский, Белозёрный, Промышленная, дом № 1;;3rQa-lYxv-fexQ-khrB;OeRA-VT97-b0cy-2uml
13382;Ростов-на-Дону;Квант-Плюс ООО;344029, Ростовская обл, Ростов-на-Дону г, Клубная ул, дом № 12, корпус а;;vKVu-k3aP-omVt-muCw;wVNG-Fpqw-goWS-OeIF
13383;Ростов-на-Дону;Квартал ООО;-;;3GOI-IACM-6atR-wK9T;0FoO-okGw-occQ-MkFe
13384;Ростов-на-Дону;Квартал ООО;346333, Ростовская обл, Донецк г, Декабристов пер, дом № 11;;3GOI-IACM-6atR-wK9T;0FoO-okGw-occQ-MkFe
13385;Ростов-на-Дону;Квачев С.Л. ИП;-;;imqA-aZGq-xbar-uB51;yhOI-bI4O-KV1I-GfgU
13386;Ростов-на-Дону;Квачев С.Л. ИП;347742, Ростовская обл, Зерноградский р-н, Шоссейный п, Центральная ул, дом № 1-А;;imqA-aZGq-xbar-uB51;yhOI-bI4O-KV1I-GfgU
13387;Ростов-на-Дону;Квин ООО;-;;V7U9-aouH-a2Bp-xTIq;8XOI-UIMm-zbby-5cUQ
13388;Ростов-на-Дону;Квин ООО;344000, Ростовская обл, Ростов-на-Дону г, Ворошиловский пр-кт, дом № 105а;;V7U9-aouH-a2Bp-xTIq;8XOI-UIMm-zbby-5cUQ
13389;Ростов-на-Дону;Квициния Л.Л.ИП;346010, Ростовская обл, Чертковский р-н, Алексеево-Лозовское с, Лисичкина ул, дом № 22/2;;IdYR-ICAi-iUzP-grBQ;H1nt-vOqi-Ch7Z-dr7T
13390;Ростов-на-Дону;Квициния Л.Л.ИП ул.Лисичкина,22а;-;;IdYR-ICAi-iUzP-grBQ;aBlV-k0sW-K9cY-UIgU
13391;Ростов-на-Дону;Квициния Л.Л.ИП ул.Лисичкина,22а;346010, Ростовская обл, Чертковский р-н, Алексеево-Лозовское с, Лисичкина ул, дом № 22а;;IdYR-ICAi-iUzP-grBQ;aBlV-k0sW-K9cY-UIgU
13392;Ростов-на-Дону;Керимов В.А.О.ИП;-;;2a7g-WxbZ-4fXs-R0Ns;mIfP-572y-nzBT-LZZI
13393;Ростов-на-Дону;Керимов В.А.О.ИП;347880, Ростовская обл, Гуково г, Почтовый пер, дом № 33;;2a7g-WxbZ-4fXs-R0Ns;mIfP-572y-nzBT-LZZI
13394;Ростов-на-Дону;Керимова Ш.Ю. ИП;-;;iVkQ-DrZA-4DFl-cIe9;B0cw-BGq2-xy1v-GpUx
13395;Ростов-на-Дону;Кибанов П.В, ИП;344033, Ростовская обл, Ростов-на-Дону г, Жлобинский пер, дом № 19;;qK3k-iQvP-D3aT-5pz4;qOGu-y5wO-kC0k-OKkD
13396;Ростов-на-Дону;Кибанов П.В, ИП;-;;qK3k-iQvP-D3aT-5pz4;qOGu-y5wO-kC0k-OKkD
13397;Ростов-на-Дону;Кибанов П.В. ИП ул.Профсоюзная, 89а;-;;qK3k-iQvP-D3aT-5pz4;96l4-wMUx-O8UP-EZtB
13398;Ростов-на-Дону;Кибанов П.В. ИП ул.Профсоюзная, 89а;344000, Ростовская обл, Ростов-на-Дону г, Профсоюзная ул, дом № 89 а;;qK3k-iQvP-D3aT-5pz4;96l4-wMUx-O8UP-EZtB
13399;Ростов-на-Дону;Кибкало И.Т. ИП пр. Нагибина;-;;PnlO-DADG-9w3y-pGmx;bsFO-Hdiy-WLN7-YMTL
13400;Ростов-на-Дону;Кибкало И.Т. ИП пр. Нагибина;344000, Ростовская обл, Ростов-на-Дону г, Михаила Нагибина пр-кт, дом № 51/82;;PnlO-DADG-9w3y-pGmx;bsFO-Hdiy-WLN7-YMTL
13401;Ростов-на-Дону;Кизяева И.А. ИП;347850, Ростовская обл, Каменский р-н, Глубокий рп, Гагарина пер, дом № 33;;x6GH-BN5y-A563-bReb;CgxG-A26k-3x9Y-bSF9
13402;Ростов-на-Дону;Килафян Т.Р. ИП;346800, Ростовская обл, Мясниковский р-н, Чалтырь с, Лукашина ул, дом № 36;;FDmg-XkQQ-7dai-VZcO;Qy0A-hnOA-l1uI-ObsG
13403;Ростов-на-Дону;Килафян Т.Р. ИП;-;;FDmg-XkQQ-7dai-VZcO;Qy0A-hnOA-l1uI-ObsG
13404;Ростов-на-Дону;Килафян Т.Р. ИП;346800, Ростовская обл, Мясниковский р-н, Чалтырь с, Ростовская ул, дом № 53-Г;;FDmg-XkQQ-7dai-VZcO;Qy0A-hnOA-l1uI-ObsG
13405;Ростов-на-Дону;Кильбин Е.М. ИП;-;;0e3X-97D0-MdHe-ioGG;BLVn-UVqa-Gk4u-zHkm
13406;Ростов-на-Дону;Кильбин Е.М. ИП;347724, Ростовская обл, Зерноградский р-н, 1-й Россошинский х, Садовая ул, дом № 1;;0e3X-97D0-MdHe-ioGG;BLVn-UVqa-Gk4u-zHkm
13407;Ростов-на-Дону;Киптев В.Г. ИП;-;;Mats-iYSz-QiQc-0oM0;CWzc-xNTQ-ab7t-pkwi
13408;Ростов-на-Дону;Киптев В.Г. ИП;344000, Ростовская обл, Ростов-на-Дону г, Михаила Нагибина пр-кт, дом № 31-Б;;Mats-iYSz-QiQc-0oM0;CWzc-xNTQ-ab7t-pkwi
13409;Ростов-на-Дону;Киракосян М.Н. ИП;"Ростовская обл, Пролетарский р-н, 886391-46-06;м-н ""Тигран"", Мурлычева, дом № 87";;GZyr-iAxz-vsQ2-MIGY;5ptk-G2fs-8g3H-SVgh
13410;Ростов-на-Дону;Киреев В.М. ИП;347000, Ростовская обл, Белокалитвинский р-н, Сосны п, Буденного ул, дом № 7-В;;G8AR-r7Zn-sXQI-rHC8;wyMk-Mtxs-10O6-5qxM
13411;Ростов-на-Дону;Киреев В.М. ИП;-;;G8AR-r7Zn-sXQI-rHC8;wyMk-Mtxs-10O6-5qxM
13412;Ростов-на-Дону;Киреев В.М. ИП;347040, Ростовская обл, Белокалитвинский р-н, Белая Калитва г, 3-я Линия ул, дом № 6;;G8AR-r7Zn-sXQI-rHC8;wyMk-Mtxs-10O6-5qxM
13413;Ростов-на-Дону;Кирилюк З.Т.ИП;-;;2gz4-dl3q-7LYH-dpPN;aEbQ-O1vg-gxhH-CzbR
13414;Ростов-на-Дону;Кирилюк З.Т.ИП;346518, Ростовская обл, Шахты г, Шурфовая ул, дом № 60;;2gz4-dl3q-7LYH-dpPN;aEbQ-O1vg-gxhH-CzbR
13415;Ростов-на-Дону;Кириченко А.А. ИП;-;;8Wi6-rnsD-BSvZ-Y8yy;EI49-riEZ-EQBF-soGB
13416;Ростов-на-Дону;Кириченко А.А. ИП;346345, Ростовская обл, Донецк г, Братьев Дорошевых ул, дом № 28а;;8Wi6-rnsD-BSvZ-Y8yy;EI49-riEZ-EQBF-soGB
13417;Ростов-на-Дону;Киселева А.А. ИП;-;;rcgC-fqFQ-N6cE-VzXu;h4e9-bceX-HqLg-C2Gc
13418;Ростов-на-Дону;Киселева А.А. ИП;344065, Ростовская обл, Ростов-на-Дону г, Каскадная ул, дом № 248;;rcgC-fqFQ-N6cE-VzXu;h4e9-bceX-HqLg-C2Gc
13419;Ростов-на-Дону;Киселева О.М. ИП;346516, Ростовская обл, Шахты г, Доронина пер, дом № 15-Б;;GISv-P2gf-Q0SX-fRY2;w1uT-cTc2-HD7M-z77G
13420;Ростов-на-Дону;Кисляк Л.Н. ИП м-н Настя;-;;k4E0-2G4e-pCy3-R5Xg;tRcW-GsxS-fmg1-L9o5
13421;Ростов-на-Дону;Кисляк Л.Н. ИП м-н Настя;"347874, Ростовская обл, Гуково г, Нахимова ул 15, маг-н ""Настя"", дом № 15";;k4E0-2G4e-pCy3-R5Xg;tRcW-GsxS-fmg1-L9o5
13422;Ростов-на-Дону;Кисляк Л.Н. ИП ул.Колодезная 55;-;;k4E0-2G4e-pCy3-R5Xg;I2bE-1Fx9-0w1h-bWoc
13423;Ростов-на-Дону;Кисляк Л.Н. ИП ул.Колодезная 55;347872, Ростовская обл, Гуково г, Колодезная ул, дом № 55;;k4E0-2G4e-pCy3-R5Xg;I2bE-1Fx9-0w1h-bWoc
13424;Ростов-на-Дону;Кисляк Л.Н. ИП м-н Настя;Ростовская область, Гуково, Трамвайная д.3А, кв.1;;k4E0-2G4e-pCy3-R5Xg;tRcW-GsxS-fmg1-L9o5
13425;Ростов-на-Дону;Кисляк Л.Н. ИП ул.Колодезная 55;347872, Ростовская обл, Гуково г, Трамвайная ул, дом № 3-А, кв.1;;k4E0-2G4e-pCy3-R5Xg;I2bE-1Fx9-0w1h-bWoc
13426;Ростов-на-Дону;Кисляк Л.Н.ИП ул.Шорса 34;347872, Ростовская обл, Гуково г, Трамвайная, дом № 3-А, кв.1;;k4E0-2G4e-pCy3-R5Xg;8xlg-iG0v-mGbp-IMdn
13427;Ростов-на-Дону;Кисляк Л.Н.ИП ул.Шорса 34;-;;k4E0-2G4e-pCy3-R5Xg;8xlg-iG0v-mGbp-IMdn
13428;Ростов-на-Дону;Кисляк Л.Н.ИП ул.Шорса 34;347874, Ростовская обл, Гуково г, Щорса ул, дом № 24;;k4E0-2G4e-pCy3-R5Xg;8xlg-iG0v-mGbp-IMdn
13429;Ростов-на-Дону;Китайская И.В. ИП ул. Колхозная;347709, Ростовская обл, Кагальницкий р-н, Кировская ст-ца, Колхозная ул, дом № 19;;xtOK-K6fx-FmDk-kB8g;I4rD-XFGI-oiOg-aPRe
13430;Ростов-на-Дону;Киценко Т.Н. ИП, ул. Горького;-;;PmkG-Daef-3zsl-slXW;Y7kx-BdxW-pIW8-0rsH
13431;Ростов-на-Дону;Киценко Т.Н. ИП, ул. Горького;347500, Ростовская обл, Орловский р-н, Красноармейский п, Горького ул, дом № 26;;PmkG-Daef-3zsl-slXW;Y7kx-BdxW-pIW8-0rsH
13432;Ростов-на-Дону;Киценко Т.Н. ИП, ул. Горького;347500, Ростовская обл, Орловский р-н, Красноармейский п, Ленина ул, дом № 16;;PmkG-Daef-3zsl-slXW;Y7kx-BdxW-pIW8-0rsH
13433;Ростов-на-Дону;Киценко Т.Н. ИП, ул. Кирова 102а;-;;PmkG-Daef-3zsl-slXW;9qtl-BLvS-ZB1D-QTZy
13434;Ростов-на-Дону;Киценко Т.Н. ИП, ул. Кирова 102а;347500, Ростовская обл, Орловский р-н, Красноармейский п, Кирова ул, дом № 102а;;PmkG-Daef-3zsl-slXW;9qtl-BLvS-ZB1D-QTZy
13435;Ростов-на-Дону;КИЦИЕВА Е.П. ИП;-;;SygT-ygsR-NgHs-lcUz;Z8FG-iw5z-XAW1-36To
13436;Ростов-на-Дону;Кициева Е.П. ИП;347762, Ростовская обл, Целинский р-н, Средний Егорлык с, Бабина ул, дом № 2, кв.2;;SygT-ygsR-NgHs-lcUz;Z8FG-iw5z-XAW1-36To
13437;Ростов-на-Дону;Кладиева Н.И.ИП;346213, Ростовская обл, Кашарский р-н, Поповка сл, Большая Садовая ул, дом № 103;;eDSH-wgvH-DniL-RmTl;3vuR-iXVW-43WL-QGBi
13438;Ростов-на-Дону;КЛЕМЕНТЬЕВ Ю. В.ИП;346111, Ростовская обл, Миллеровский р-н, Греково сл, Центральная ул, дом № 14;;vIG9-D6Sr-XFnW-HEGa;F84V-Zdxv-RuGl-M54p
